-12.476	0.057
-12.82	0.075
-13.06	0.07
-11.878	0.072
-12.044	1.494
-12.618	0.079
-11.425	0.616
-10.662	0.092
-11.544	0.302
-12.662	12.003
-12.097	1.587
-12.684	0.051
-13.066	0.121
-11.187	0.849
-12.039	0.058
-11.57	0.057
-10.966	5.137
-11.697	0.09
-11.994	0.073
-11.118	0.072
-11.714	0.051
-13.035	0.063
-9.849	1.392
-11.434	0.099
-13.113	0.083
-11.277	2.826
-11.453	1.102
-10.92	0.128
-10.482	0.049
-11.384	1.079
-14.052	0.086
-11.843	0.057
-11.977	0.194
-10.408	5.52
-11.971	0.083
-10.623	4.643
-10.354	0.11
-11.262	10.63
-11.432	0.079
-12.432	0.052
-10.639	0.181
-10.56	0.127
-9.841	6.767
-10.912	4.874
-10.603	4.725
-9.258	8.075
-10.856	0.05
-11.866	0.094
-8.727	7.236
-10.998	7.728
-9.134	61.913
-11.769	0.075
-11.652	0.098
-11.423	0.69
-10.327	0.339
-12.427	10.904
-12.271	1.251
-11.836	0.123
-12.587	0.083
-11.959	0.057
-12.397	0.075
-12.657	0.07
-11.387	0.072
-11.579	1.214
-11.903	0.079
-10.878	0.229
-10.347	0.093
-11.013	1.428
-11.894	21.81
-11.659	2.004
-12.068	0.051
-12.748	0.121
-10.706	1.192
-11.454	0.06
-10.946	0.057
-10.407	7.658
-11.29	0.09
-11.605	0.073
-10.527	0.072
-11.289	2.577
-12.474	0.062
-9.22	3.703
-10.891	0.099
-12.552	0.082
-10.648	6.029
-11.125	1.927
-10.341	0.104
-9.944	0.049
-10.749	5.367
-13.691	0.086
-11.471	0.057
-11.39	0.1
-9.779	7.105
-11.502	0.083
-10.213	5.359
-9.945	1.653
-10.658	15.341
-11.049	0.051
-11.886	0.052
-10.158	3.981
-9.952	0.127
-9.282	8.12
-10.254	4.366
-10.01	4.126
-8.697	10.887
-10.499	0.05
-11.526	0.093
-8.07	14.561
-10.425	9.072
-8.643	70.264
-11.316	0.083
-11.143	0.739
-10.956	6.301
-9.828	0.06
-11.691	25.87
-11.578	4.252
-11.065	0.123
-11.996	0.083
-11.53	0.104
-11.852	0.134
-12.251	0.07
-10.877	0.069
-10.948	5.527
-11.281	0.079
-10.247	1.277
-10.07	0.478
-10.499	9.31
-11.313	19.946
-11.096	6.596
-11.409	0.191
-12.18	0.115
-10.13	3.967
-10.865	0.616
-10.353	0.584
-9.892	10.351
-10.763	0.09
-11.094	0.073
-9.886	0.072
-10.815	4.731
-11.867	0.062
-8.69	6.979
-10.465	0.527
-11.974	0.751
-10.002	4.555
-10.649	2.465
-9.804	0.315
-9.462	2.232
-10.206	7.303
-13.276	0.086
-10.975	0.057
-10.629	9.962
-9.158	9.558
-11.084	0.083
-9.822	10.266
-9.394	0.766
-9.974	25.09
-10.493	2.052
-11.147	0.052
-9.707	8.034
-9.531	0.125
-8.749	14.01
-9.667	6.777
-9.376	6.357
-7.994	20.694
-10.159	0.764
-11.076	0.092
-7.458	21.295
-9.854	13.074
-8.16	83.901
-10.782	0.074
-10.452	4.264
-10.445	16.389
-9.289	0.657
-11.073	35.647
-10.872	6.37
-10.358	0.247
-11.543	0.132
-11.024	0.473
-11.304	1.574
-11.764	0.07
-10.302	2.488
-10.494	11.198
-10.753	0.081
-9.534	6.424
-9.638	1.012
-10.081	13.429
-10.724	21.205
-10.609	9.39
-10.804	0.386
-11.568	0.158
-9.684	11.717
-10.339	1.2
-9.853	1.006
-9.365	12.282
-10.295	0.09
-10.587	0.192
-9.198	0.377
-10.355	6.822
-11.23	0.064
-8.159	17.228
-9.976	1.548
-11.336	1.09
-9.372	12.367
-10.188	5.215
-9.275	2.647
-8.971	5.485
-9.525	20.786
-12.761	0.085
-10.652	0.082
-10.078	6.41
-8.526	17.554
-10.779	0.093
-9.407	14.707
-8.812	1.451
-9.373	37.257
-9.927	6.505
-10.333	0.053
-9.193	17.667
-9.04	3.739
-8.261	19.839
-9.152	7.975
-8.802	10.048
-7.266	36.996
-9.877	1.006
-10.659	0.56
-6.841	28.966
-9.299	13.645
-7.726	98.367
-10.269	0.346
-10.008	4.76
-9.764	42.029
-8.806	6.199
-10.453	39.237
-10.133	16.943
-9.652	0.513
-11.06	0.083
-10.389	1.019
-10.709	2.601
-11.256	0.07
-9.722	4.403
-9.919	17.725
-10.15	0.077
-8.995	10.143
-9.202	4.223
-9.589	25.212
-10.143	27.689
-10.108	10.754
-10.216	0.482
-10.835	6.303
-9.151	22.093
-9.792	3.044
-9.307	2.648
-8.844	12.793
-9.845	0.09
-10.094	0.078
-8.497	3.846
-9.857	7.559
-10.624	0.236
-7.651	33.501
-9.569	5.718
-10.655	1.573
-8.673	20.736
-9.69	8.478
-8.706	12.685
-8.537	11.011
-8.903	31.295
-12.185	0.095
-10.162	0.057
-9.566	1.391
-7.857	28.279
-10.345	0.082
-9	18.978
-8.261	1.057
-8.757	50.194
-9.329	10.764
-9.629	0.052
-8.767	29.494
-8.557	3.07
-7.835	25.582
-8.608	11.221
-8.259	21.818
-6.55	59.136
-9.368	4.767
-10.218	1.003
-6.259	33.947
-8.637	18.77
-6.896	155.931
-9.754	3.998
-9.332	11.449
-9.03	58.429
-8.343	18.386
-9.555	61.551
-9.468	27.623
-8.939	2.429
-10.743	1.286
-9.778	6.17
-10.059	4.387
-10.714	0.07
-9.165	11.677
-9.311	23.904
-9.512	0.107
-8.381	20.295
-8.952	8.172
-9.102	30.078
-9.488	27.686
-9.635	14.452
-9.6	5.835
-10.143	6.884
-8.685	33.14
-9.249	9.695
-8.731	7.37
-8.306	16.258
-9.422	0.09
-9.503	2.432
-7.833	8.063
-9.293	9.161
-10.11	3.363
-7.224	40.864
-9.178	13.085
-10.098	2.296
-7.928	36.038
-9.058	22.13
-8.198	13.733
-8.013	19.058
-8.337	42.517
-11.605	0.085
-9.589	0.056
-9.017	5.97
-7.208	41.032
-9.815	0.082
-8.525	20.358
-7.739	4.221
-8.247	62.763
-8.646	18.263
-9.001	0.173
-8.319	41.531
-8.02	7.455
-7.191	46.577
-7.99	25.736
-7.796	35.789
-5.806	86.903
-8.849	7.001
-9.668	4.59
-5.639	54.3
-7.859	48.479
-6.135	201.692
-9.192	13.186
-8.613	20.271
-8.181	82.219
-7.663	28.136
-8.576	94.423
-8.656	45.791
-8.156	8.854
-10.192	6.977
-9.145	11.931
-9.413	8.467
-10.077	0.199
-8.592	18.011
-8.487	37.266
-8.865	2.012
-7.647	43
-8.491	12.31
-8.56	37.732
-8.566	49.76
-9.034	25.752
-8.924	7.871
-9.514	10.344
-8.109	44.418
-8.612	23.294
-8.071	13.03
-7.616	35.243
-8.868	1.112
-8.785	8.9
-7.149	21.105
-8.607	18.977
-9.579	4.862
-6.711	54.738
-8.665	21.606
-9.348	2.338
-7.116	55.34
-8.428	35.809
-7.567	17.981
-7.361	40.704
-7.634	64.624
-10.918	1.512
-8.887	0.057
-8.363	10.9
-6.501	63.352
-9.266	0.606
-7.992	26.855
-7.056	23.574
-7.568	83.48
-7.968	28.3
-8.254	2.14
-7.783	58.044
-7.371	16.441
-6.547	63.835
-7.28	39.671
-7.173	57.614
-5.072	113.687
-8.272	10.327
-8.874	24.241
-5.014	81.68
-6.954	99.487
-5.287	266.152
-8.595	20.628
-7.798	30.239
-7.348	114.25
-6.803	55.449
-7.747	127.612
-8.001	65.381
-7.333	22.863
-9.64	13.757
-8.553	16.539
-8.674	18.832
-9.539	2.498
-7.999	27.64
-7.795	53.953
-8.176	8.38
-7	81.423
-8.095	21.086
-8.187	36.321
-7.841	75.261
-8.524	39.192
-8.373	14.409
-8.87	14.203
-7.525	54.755
-8.069	36.036
-7.506	21.476
-6.993	55.997
-8.397	1.905
-8.188	12.622
-6.564	32.343
-8.013	29.82
-9.098	7.634
-6.249	70.251
-8.15	28.758
-8.579	9.037
-6.356	69.526
-7.789	63.446
-6.998	23.419
-6.715	69.102
-6.993	77.706
-10.299	5.923
-8.306	1.475
-7.782	9.849
-5.958	72.793
-8.711	4.055
-7.491	33.933
-6.339	45.006
-6.96	103.644
-7.346	43.927
-7.526	4.014
-7.373	69.923
-6.714	36.299
-5.971	83.6
-6.611	61.29
-6.566	82.433
-4.414	156.927
-7.772	13.35
-8.123	58.352
-4.507	89.738
-6.27	144.224
-4.504	342.528
-8.021	33.721
-6.964	53.383
-6.638	162.26
-5.99	86.916
-6.983	151.226
-7.165	108.103
-6.451	41.367
-8.928	21.42
-7.951	31.203
-7.841	34.567
-8.844	7.246
-7.289	43.928
-6.975	83.395
-7.555	17.446
-6.207	125.607
-7.637	24.557
-7.699	42.602
-7.028	94.927
-8.019	45.55
-7.733	33.739
-8.048	26.931
-7.035	65.221
-7.508	46.575
-6.927	35.963
-6.277	92.934
-7.859	7.916
-7.445	24.632
-5.911	44.018
-7.344	41.267
-8.518	12.391
-5.636	86.129
-7.551	44.938
-7.795	11.721
-5.583	87.8
-7.021	98.609
-6.477	35.86
-6.075	89.404
-6.37	106.194
-9.483	20.565
-7.499	8.453
-7.103	19.941
-5.373	92.626
-8.188	4.868
-6.919	43.878
-5.589	78.327
-6.33	130.623
-6.663	61.149
-6.625	20.771
-6.767	118.847
-6.032	59.067
-5.261	108.474
-5.876	83.962
-5.803	124.091
-3.699	205.903
-7.154	25.168
-7.281	93.344
-3.818	134.902
-5.413	201.821
-3.814	425.132
-7.325	50.872
-6.115	72.812
-5.883	205.531
-5.157	129.477
-6.381	178.028
-6.57	153.692
-5.55	72.183
-8.289	35.113
-7.381	43.411
-7.048	59.204
-8.236	12.241
-6.677	63.94
-6.304	96.366
-6.873	42.485
-5.596	157.729
-7.079	37.709
-7.244	50.167
-6.305	125.838
-7.55	51.109
-7.173	49.887
-7.332	32.899
-6.612	79.49
-6.986	64.621
-6.421	49.14
-5.741	105.607
-7.283	16.258
-6.812	37.394
-5.268	62.476
-6.74	51.708
-7.957	21.033
-5.121	112.738
-6.938	61.243
-7.144	19.807
-4.974	109.588
-6.342	132.057
-6.011	53.819
-5.465	123.63
-5.771	138.881
-8.894	29.888
-6.655	31.209
-6.499	56.269
-4.81	116.712
-7.738	14.348
-6.344	62.975
-4.972	110.094
-5.726	174.621
-6.077	82.16
-5.851	45.612
-6.09	168.443
-5.463	77.472
-4.602	137.675
-5.215	112.148
-5.213	158.389
-3.12	244.321
-6.534	45.685
-6.459	129.627
-3.15	198.556
-4.622	256.336
-3.279	515.286
-6.678	67.172
-5.308	118.833
-5.342	250.826
-4.472	178.642
-5.735	220.643
-5.909	202.324
-4.662	113.264
-7.581	51.9
-6.644	76.034
-6.154	99.598
-7.567	20.59
-5.964	106.666
-5.493	132.84
-6.229	61.108
-4.906	210.938
-6.495	53.002
-6.651	65.27
-5.548	148.36
-7.014	59.081
-6.531	70.253
-6.545	58.279
-6.099	100.756
-6.329	87.007
-5.78	71.48
-5.143	135.589
-6.603	31.217
-6.086	58.539
-4.594	83.521
-6.011	80.108
-7.303	26.695
-4.516	150.505
-6.219	77.338
-6.508	24.656
-4.221	147.013
-5.597	179.629
-5.501	71.537
-4.788	180.993
-5.113	184.938
-8.168	54.806
-5.883	49.441
-5.793	93.754
-4.151	160.666
-7.195	29.841
-5.773	82.086
-4.225	147.01
-5.053	230.68
-5.416	114.435
-4.887	104.05
-5.345	210.163
-4.785	107.975
-3.823	188.446
-4.464	161.66
-4.616	191.704
-2.515	311.918
-5.761	80.592
-5.654	160.73
-2.433	282.743
-3.827	318.674
-2.701	590.721
-5.911	97.951
-4.412	184.014
-4.805	287.995
-3.728	236.562
-5.073	264.365
-5.344	245.948
-3.585	246.757
-6.774	78.725
-5.754	126.721
-5.317	143.584
-6.876	54.639
-5.118	166.213
-4.704	206.894
-5.504	100.324
-4.189	264.824
-5.937	73.531
-6.001	92.488
-4.715	206.511
-6.445	71.515
-5.879	92.347
-5.685	108.038
-5.579	119.696
-5.69	116.257
-5.066	123.165
-4.623	171.729
-5.914	47.039
-5.347	91.761
-3.93	111.56
-5.259	128.354
-6.695	37.049
-3.924	204.713
-5.425	114.999
-5.723	61.176
-3.459	202.587
-4.844	233.586
-5.033	94.151
-4.101	244.311
-4.345	274.273
-7.488	77.501
-5.016	93.487
-5.157	126.146
-3.58	210.788
-6.533	52.476
-5.123	122.118
-3.411	241.397
-4.422	290.658
-4.634	172.861
-3.871	181.052
-4.617	252.018
-4.054	151.563
-3.036	260.602
-3.662	216.735
-4.052	236.6
-1.943	409.403
-5.086	118.883
-4.829	205.92
-1.762	402.874
-3.091	387.124
-2.116	658.954
-5.101	144.88
-3.531	259.207
-4.318	318.804
-2.99	357.861
-4.354	330.511
-4.776	289.842
-2.667	343.507
-5.923	117.142
-4.993	179.205
-4.568	197.994
-6.12	79.267
-4.353	208.333
-3.977	277.626
-4.743	154.171
-3.49	332.822
-5.171	110.643
-5.34	115.618
-3.943	256.274
-5.826	91.701
-5.154	125.714
-4.946	159.78
-4.836	172.817
-5.011	152.987
-4.356	171.97
-4.137	200.955
-5.203	76.647
-4.59	136.536
-3.261	182.981
-4.551	171.367
-6.075	58.167
-3.341	257.273
-4.683	159.729
-5.051	91.122
-2.818	266.542
-4.148	289.592
-4.442	126.977
-3.421	306.028
-3.701	336.533
-6.735	110.547
-4.201	146.163
-4.478	151.054
-3.002	281.208
-5.809	98.041
-4.482	155.313
-2.707	333.357
-3.881	332.07
-3.905	216.95
-3.037	268.1
-3.974	305.974
-3.297	200.349
-2.37	344.509
-2.92	303.131
-3.492	272.674
-1.397	499.233
-4.25	189.473
-4.099	249.604
-1.152	550.67
-2.354	494.592
-1.517	739.193
-4.302	223.433
-2.827	323.758
-3.747	361.881
-2.308	482.345
-3.552	420.274
-4.114	344.101
-1.876	428.459
-5.012	179.799
-4.169	259.774
-3.8	253.292
-5.259	120.17
-3.562	296.061
-3.226	346.935
-3.97	218.246
-2.775	417.99
-4.351	149.159
-4.554	175.157
-3.159	339.454
-5.106	122.23
-4.4	167.668
-4.17	218.433
-3.954	248.219
-4.273	199.797
-3.605	233.935
-3.57	272.621
-4.398	111.58
-3.671	218.375
-2.564	262.051
-3.764	235.173
-5.355	93.268
-2.645	339.229
-3.721	239.87
-4.261	141.165
-2.115	380.191
-3.408	365.639
-3.729	175.7
-2.701	398.118
-3.016	413.647
-5.901	153.102
-3.286	246.655
-3.689	210.358
-2.352	361.581
-5.027	154.572
-3.589	244.607
-1.983	454.723
-3.281	376.428
-3.17	276.436
-2.209	372.783
-3.314	389.473
-2.416	292.535
-1.67	461.218
-2.231	388.216
-2.886	332.872
-0.819	603.88
-3.32	283.724
-3.259	304.599
-0.576	714.554
-1.689	553.721
-1.014	787.368
-3.498	324.308
-2.113	431.486
-3.099	412.048
-1.676	561.467
-2.93	512.886
-3.583	415.847
-1.373	553.011
-4.373	240.662
-3.561	330.632
-3.189	306.445
-4.548	179.999
-2.887	390.044
-2.656	411.669
-3.356	288.172
-2.189	509.745
-3.678	210.77
-3.846	260.96
-2.515	468.454
-4.508	155.325
-3.763	225.92
-3.554	298.662
-3.229	344.785
-3.641	270.55
-2.983	311.254
-3.082	339.375
-3.731	155.169
-2.942	316.127
-1.992	349.766
-3.151	301.705
-4.71	138.481
-2.08	433.594
-2.974	332.281
-3.531	218.624
-1.558	484.384
-2.805	465.861
-3.174	239.541
-2.132	479.283
-2.482	482.961
-5.236	194.489
-2.561	352.112
-3.043	283.647
-1.817	434.664
-4.412	214.698
-2.909	317.754
-1.466	573.86
-2.787	424.413
-2.548	348.812
-1.614	461.657
-2.752	482.775
-1.702	410.265
-1.156	572.569
-1.703	491.953
-2.346	398.872
-0.365	719.948
-2.606	389.73
-2.678	359.737
-0.186	877.825
-1.245	710.203
-0.699	939.922
-2.947	405.213
-1.566	532.075
-2.645	465.627
-1.299	666.695
-2.319	605.672
-3.114	503.982
-0.939	805.344
-3.703	318.759
-2.989	416.772
-2.581	398.738
-3.913	225.173
-2.215	492.849
-2.106	505.127
-2.782	358.462
-1.681	598.458
-3.068	267.675
-3.23	321.536
-1.977	563.343
-3.978	197.542
-3.131	303.374
-3.008	361.462
-2.558	440.431
-2.961	375.918
-2.402	388.002
-2.632	392.575
-3.028	238.389
-2.299	412.966
-1.5	458.588
-2.548	395.943
-4.065	194.89
-1.583	516.383
-2.272	426.177
-2.851	317.77
-1.041	581.847
-2.288	553.271
-2.658	299.99
-1.607	586.446
-1.994	577.883
-4.619	235.21
-1.898	468.04
-2.467	348.95
-1.327	566.669
-3.815	299.929
-2.302	409.996
-1.044	696.921
-2.348	485.474
-1.922	443.466
-1.072	542.566
-2.268	541.918
-1.082	589.415
-0.766	669.726
-1.256	601.56
-1.802	492.524
-0.01	868.103
-1.971	487.313
-2.14	418.951
0.107	1143.608
-0.868	1003.36
-0.354	1305.787
-2.436	465.786
-1.071	645.013
-2.266	523.447
-1.022	813.53
-1.834	710.552
-2.627	622.974
-0.491	1015.555
-3.108	391.783
-2.466	503.621
-2.07	528.612
-3.362	276.591
-1.687	567.882
-1.64	657.732
-2.316	423.157
-1.272	667.582
-2.525	320.741
-2.742	401.023
-1.559	616.597
-3.507	266.171
-2.601	367.267
-2.544	407.916
-2.056	503.874
-2.376	459.432
-1.94	450.041
-2.235	463.669
-2.437	320.718
-1.804	474.038
-1.106	532.218
-2.085	471.345
-3.535	251.816
-1.184	577.58
-1.748	523.929
-2.319	378.961
-0.66	710.59
-1.89	649.791
-2.189	393.174
-1.191	676.868
-1.592	698.186
-4.045	290.271
-1.394	593.234
-1.984	400.479
-0.942	762.74
-3.334	371.786
-1.839	490.291
-0.696	816.012
-1.959	557.022
-1.44	516.56
-0.668	641.542
-1.889	645.439
-0.691	791.292
-0.435	792.576
-0.854	705.671
-1.339	564.266
0.269	1079.413
-1.477	581.024
-1.613	520.611
0.354	1464.697
-0.499	1152.159
-0.029	1473.811
-1.962	534.482
-0.666	818.321
-1.829	623.66
-0.668	969.115
-1.338	855.195
-2.042	779.087
-0.029	1403.127
-2.436	503.601
-1.924	645.913
-1.512	641.743
-2.742	451.37
-1.16	620.669
-1.168	778.682
-1.803	634.192
-0.8	926.47
-1.944	382.208
-2.212	565.425
-1.133	559.67
-2.98	424.85
-2.001	429.411
-2.037	401.303
-1.539	558.997
-1.794	555.18
-1.415	514.858
-1.79	592.49
-1.818	401.095
-1.26	493.498
-0.675	590.297
-1.586	382.383
-2.932	499.759
-0.756	622.115
-1.199	562.847
-1.735	518.361
-0.263	930.878
-1.479	832.617
-1.72	497.525
-0.704	825.208
-1.165	877.536
-3.397	336.958
-0.892	925.15
-1.442	418.658
-0.507	926.904
-2.803	422.738
-1.333	608.725
-0.325	847.116
-1.514	702.349
-0.909	632.15
-0.25	786.347
-1.42	914.832
-0.233	961.913
-0.09	963.211
-0.377	926.542
-0.824	726.594
0.587	1404.985
-0.951	710.056
-1.044	722.277
0.654	1763.132
-0.078	1416.378
0.314	1803.988
-1.432	708.319
-0.22	1070.244
-1.311	826.173
-0.285	1235.128
