1807	NaN	-0.469597321	-0.361529416
1806	NaN	-0.513052459	1.486762251
1805	NaN	0.182229747	0.903176456
1804	NaN	0.616781125	0.621921702
1803	NaN	-0.252321632	-0.513971382
1802	NaN	-0.513052459	0.834125959
1801	NaN	1.181697917	-0.636629029
1800	NaN	1.181697917	-0.472649084
1799	NaN	-0.513052459	0.142755382
1798	NaN	-0.513052459	0.03221564
1797	NaN	-0.513052459	-0.16828611
1796	NaN	-0.426142183	-1.088726137
1795	NaN	-0.426142183	-0.162017271
1794	NaN	-0.339231908	-1.088726137
1793	NaN	-0.513052459	-1.088726137
1792	NaN	-0.165411356	-0.201310857
1791	NaN	0.182229747	0.761283463
1790	NaN	-0.556507597	0.730879221
1789	NaN	0.486415712	-0.335767717
1788	NaN	-0.556507597	0.696976099
1787	NaN	1.746614709	0.726113638
1786	NaN	0.616781125	3.23160855
1785	NaN	-0.513052459	-0.017608453
1784	NaN	-0.469597321	-0.131744106
1783	NaN	-0.513052459	-0.648715968
1782	NaN	1.963890399	-0.27639967
1781	NaN	0.660236263	0.434385989
1780	NaN	-0.556507597	-0.005624181
1779	NaN	-0.513052459	-1.088726137
1778	NaN	-0.556507597	-0.257508357
1777	NaN	-0.556507597	-0.950189841
1776	NaN	-0.469597321	1.819627635
1775	NaN	1.007877366	2.206473252
1774	NaN	1.355518469	-0.994115414
1773	NaN	-0.556507597	-0.880720692
1772	NaN	0.31259516	-0.255223248
1771	NaN	-0.469597321	0.388950585
1770	NaN	-0.556507597	-0.461027223
1769	NaN	-0.513052459	-0.24018833
1768	NaN	-0.426142183	-0.642133331
1767	NaN	-0.513052459	-1.088726137
1766	NaN	-0.556507597	-1.088726137
1765	NaN	-0.556507597	-1.088726137
1764	NaN	-0.121956218	-1.088726137
1763	NaN	-0.078501081	-1.005808033
1762	NaN	-0.556507597	-0.72999363
1761	NaN	0.31259516	-0.781733895
1760	NaN	-0.556507597	0.609753278
1759	NaN	-0.426142183	-0.733916581
1758	NaN	-0.556507597	-0.845499697
1757	NaN	-0.513052459	-0.740121771
1756	NaN	-0.556507597	-1.088726137
1755	NaN	-0.556507597	-0.57029014
1754	NaN	-0.513052459	-0.72999363
1753	NaN	-0.469597321	-0.945681792
1752	NaN	-0.513052459	-0.959117138
1751	NaN	-0.513052459	-1.012959358
1750	NaN	-0.469597321	-0.554542193
1749	NaN	-0.556507597	-0.611423535
1748	NaN	-0.29577677	-0.325041973
1747	NaN	-0.382687046	0.159736453
1746	NaN	-0.469597321	-0.231634368
1745	NaN	-0.513052459	-0.737389346
1744	NaN	-0.513052459	0.492289425
1743	NaN	0.92096709	1.430906816
1742	NaN	0.138774609	-1.088726137
1741	NaN	-0.513052459	-0.413675808
1740	NaN	-0.513052459	-1.088726137
1739	NaN	-0.513052459	-0.888952868
1738	NaN	-0.469597321	-0.781306445
1737	NaN	-0.513052459	-1.088726137
1736	NaN	-0.426142183	-1.088726137
1735	NaN	-0.469597321	-1.088726137
1734	NaN	-0.382687046	-1.088726137
1733	NaN	-0.469597321	0.887322627
1732	NaN	-0.513052459	0.575243945
1731	NaN	-0.29577677	0.824302693
1730	NaN	-0.426142183	1.447486327
1729	NaN	-0.121956218	0.624040722
1728	NaN	-0.556507597	0.550771099
1727	NaN	-0.121956218	1.326714305
1726	NaN	-0.469597321	-0.424480016
1725	NaN	0.529870849	0.824302693
1724	NaN	-0.556507597	-0.122549961
1723	NaN	-0.382687046	0.834882541
1722	NaN	-0.556507597	-0.704004402
1721	NaN	-0.556507597	-0.605638049
1720	NaN	-0.426142183	-0.730481038
1719	NaN	-0.208866494	1.230096687
1718	NaN	-0.513052459	-0.308353072
1717	NaN	-0.078501081	0.350473793
1716	NaN	-0.426142183	-0.847182093
1715	NaN	1.268608193	-1.088726137
1714	NaN	-0.426142183	-0.927696775
1713	NaN	-0.426142183	0.914901508
1712	NaN	0.486415712	-0.429969653
1711	NaN	-0.469597321	-0.927696775
1710	NaN	-0.339231908	-0.992978949
1709	NaN	-0.29577677	-1.088726137
1708	NaN	0.356050298	-0.466369411
1707	NaN	-0.339231908	0.887543316
1706	NaN	-0.469597321	0.48131015
1705	NaN	-0.556507597	0.96983842
1704	NaN	-0.556507597	-0.907568104
1703	NaN	1.833524985	-0.227001439
1702	NaN	-0.426142183	-0.847182093
1701	NaN	0.008409195	-0.967954115
1700	NaN	-0.426142183	-0.424480016
1699	NaN	-0.121956218	1.036861452
1698	NaN	0.269140022	0.789949762
1697	NaN	-0.469597321	-0.180811841
1696	NaN	-0.513052459	0.979153192
1695	NaN	-0.513052459	0.505464554
1694	NaN	0.616781125	-0.609537274
1693	NaN	-0.426142183	-0.551961595
1692	NaN	0.095319471	-0.444608686
1691	NaN	-0.382687046	-0.609537274
1690	NaN	-0.469597321	-0.342135455
1689	NaN	-0.556507597	-0.80904356
1688	NaN	-0.556507597	-0.315785196
1687	NaN	-0.426142183	-0.364094005
1686	NaN	-0.513052459	-0.969311104
1685	NaN	-0.078501081	-1.088726137
1684	NaN	-0.556507597	-0.847182093
1683	NaN	-0.556507597	-0.062163949
1682	NaN	-0.513052459	0.65735034
1681	NaN	1.007877366	-0.907568104
1680	NaN	-0.382687046	1.273037851
1679	NaN	-0.513052459	-0.738724321
1678	NaN	-0.469597321	-0.074241152
1677	NaN	-0.426142183	-1.088726137
1676	NaN	-0.556507597	-1.088726137
1675	NaN	-0.469597321	-0.712990958
1674	NaN	NaN	0.392216036
1673	NaN	NaN	0.521567491
1672	NaN	NaN	-0.781306445
1671	NaN	NaN	0.013455645
1670	NaN	NaN	-0.49828514
1669	NaN	NaN	0.48131015
1668	NaN	NaN	-0.468218068
1667	NaN	NaN	-0.847182093
1666	NaN	NaN	-0.798873284
1665	NaN	NaN	-0.638012352
1664	NaN	NaN	-1.088726137
1663	NaN	NaN	-0.945105354
1662	NaN	NaN	-0.869140643
1661	NaN	NaN	-0.847182093
1660	NaN	NaN	-1.088726137
1659	NaN	NaN	-0.907568104
1658	NaN	NaN	-0.015197052
1657	NaN	NaN	-0.337255777
1656	NaN	NaN	-1.088726137
1655	NaN	NaN	0.420924139
1654	NaN	NaN	0.145832311
1653	NaN	NaN	0.793481673
1652	NaN	NaN	-0.847182093
1651	NaN	NaN	-1.088726137
1650	NaN	NaN	-0.589847144
